п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"№755";"ИП Иванович/Административное здание";"Москва г, Сходненская ул, дом № 6";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.8396806";"37.4384153";"-";"-"
"138341";"ИП Колесников Евгений Игоревич (Барбершоп Черная Кость)";"Московская обл, Солнечногорский р-н, деревня Голубое, Парковый б-р, дом 7, подъезд 1щ.";"САО+СЗАО";"Эсток-Сервис";"Сафин М.С.";"КВ";"55.97842989999999";"37.096353";"07.05.2025";"https://durnovcev2000.kaiten.ru/33681367"
"1327";"ИП Финевич Олеся Валерьевна («Bambini-Club» международная сеть частных детских д. садов)";"Люберцы г, Преображенская ул, дом 6, корпус 2, этаж 1";"САО+СЗАО";"Гранит";"Сергеев Н.Р.";"КВ";"55.68758";"37.90473";"06.05.2025";"https://durnovcev2000.kaiten.ru/32562454"
"131996";"ООО ""Аджента""/ аптека Планета Здоровья";"Москва г, Алтуфьевское ш, дом № 88";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8838637";"37.5872482";"06.05.2025";"https://durnovcev2000.kaiten.ru/33668903"
"ТО-1547";"ИП Корнеев А.Ю. (Коммерческое помещение)";"г. Москва, ул. Б. Академическая, д. 15";"САО+СЗАО";"Гранит";"Сергеев Н.Р.";"КВ";"55.82238690000001";"37.5259947";"06.05.2025";"https://durnovcev2000.kaiten.ru/33679948"
"132963";"ИП Агадзе Ширхан Эльхан оглы (Кальянная""Cyty Hookah"")";"Московская обл., Ленинский г.о, р.п. Боброво, Крымская ул, дом 3, корпус 1";"САО+СЗАО";"Гранит";"Калиниченко А.С.";"КВ";"55.5368569";"37.6138703";"06.05.2025";"https://durnovcev2000.kaiten.ru/32511285"
"133587";"ООО «ВЕЛЕС ПЛЮС», Магазин «Фасоль»";"Московская обл, Солнечногорский р-н, Солнечногорск г, Льялово д, мкрн. Морозовка, дом 14А";"САО+СЗАО";"Технологии Безопасности";"Химич А.";"КВ";"56.0508384";"37.2215978";"05.05.2025";"https://durnovcev2000.kaiten.ru/33680187"
"134142";"ИП Батоев Игорь Олегович/Пекарня «Буханка»";"Москва г, Ясеневая ул, дом 12, корпус 2";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.6022918";"37.7313509";"05.05.2025";"https://durnovcev2000.kaiten.ru/32511322"
"90984";"Аптека "" Планета здоровья  """;"МО, Красногорский округ, п. Отрадное, ул. Кленовая, д.5,";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.8711408";"37.3267926";"05.05.2025";"https://durnovcev2000.kaiten.ru/33679771"
"133683";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНО-МЕТОДИЧЕСКИЙ ЦЕНТР ПО ГРАЖДАНСКОЙ ОБОРОНЕ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДА МОСКВЫ";"Москва г, Каширское ш, дом 148, корпус 1";"САО+СЗАО";"Нева-2";"Шагров Д.Д.";"М";"55.5953123";"37.7239951";"05.05.2025";"https://durnovcev2000.kaiten.ru/32511830"
"7943";"ООО ""Авоська-два"" магазин ""ПродСклад""";"Москва, Зеленоград, К 1106";"САО+СЗАО";"Аллигатор";"Гаврилова А.О.";"М";"55.9848643";"37.1795091";"05.05.2025";"https://durnovcev2000.kaiten.ru/33681884"
"93111";"ООО «Фаэлит» аптека ""Планета Здоровья""";"г. Москва, Пятницкое шоссе, д. 37/1 ли, м. Пятницкое шоссе";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.8541622";"37.3558562";"05.05.2025";"https://durnovcev2000.kaiten.ru/33681940"
"133859";"ИП Данилов Андрей Николаевич (Пекарня «Хлебница»)";"г.Москва , ул.Вешняковская , 29";"САО+СЗАО";"Гранит";"Рощин С.С.";"КВ";"55.8078484";"37.7593346";"03.05.2025";"https://durnovcev2000.kaiten.ru/31421635"
"137183";"ИП Симонова Алиса Дмитриевна (Кондитерский цех)";"г. Москва, Нижняя Масловка  5, корпус 2";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.791238";"37.582628";"24.04.2025";"https://durnovcev2000.kaiten.ru/33681437"
"134082";"ИП Шелухина Наталья Сергеевна/Пекарня Буханка";"Московская обл, Красногорск г, Красногорский б-р, дом № 32";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8180008";"37.3731496";"23.04.2025";"https://durnovcev2000.kaiten.ru/33681291"
"132370";"ООО ""Планета Здоровья Холдинг"" Аптека Планета Здоровья";"Московская обл, Красногорск г, Красногорский б-р, дом № 9, пом";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8180008";"37.3731496";"23.04.2025";"https://durnovcev2000.kaiten.ru/33681147"
"137541";"М-н Подружка";"г.Красногорск, Подмосковный б-р, д. 2.";"САО+СЗАО";"Аллигатор";"Ситоленко Ю.В.";"КВ";"55.8187334";"37.3641701";"23.04.2025";"https://durnovcev2000.kaiten.ru/35499630"
"91419";"Аптека ""Планета Здоровья""";"г. Красногорск, Павшинский бульвар 30";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.811516";"37.366777";"23.04.2025";"https://durnovcev2000.kaiten.ru/33681857"
"90727";"Планета Здоровья";"Москва Трехгорный вал 18";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7608895";"37.5618142";"23.04.2025";"https://durnovcev2000.kaiten.ru/32563045"
"133948хх";"ИП Асланова Наида Демиргаяевна  Пекарня «Буханка»";"Москва , Скандинавский бульвар, 8";"САО+СЗАО";"Эсток-Сервис";"Мозговой И.В.";"КВ";"55.5651224";"37.4986326";"23.04.2025";"https://durnovcev2000.kaiten.ru/32511169"
"132064";"ООО «ЛЕНЦ-98» Сеть салонов «Оптимист Оптика»";"г. Москва, ул. Маршала Бирюзова, д. 26";"САО+СЗАО";"Гранит";"Сергеев Н.Р.";"КВ";"55.7968455";"37.4876507";"22.04.2025";"https://durnovcev2000.kaiten.ru/33681083"
"137999";"ООО «Гард-НН»/компьютерные клубы";"Москва ул Лётчика Бабушкина, д. 30, стр. 1";"САО+СЗАО";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.8702026";"37.676473";"22.04.2025";"https://durnovcev2000.kaiten.ru/36298243"
"ТО-1601";"ЦЕНТРАЛЬ»/ Ломбард Благо";"Химки , мкр. Сходня, г, Кирова ул, дом 3, стр 3";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9502213";"37.2973857";"22.04.2025";"https://durnovcev2000.kaiten.ru/33680552"
"ТО-184ТБ";"ООО «ОХОТНИК НА ТВЕРСКОЙ»/(магазин ""кольчуга""";"Москва г, Волоколамское ш, дом 86";"САО+СЗАО";"Технологии Безопасности";"Саилова А.";"М";"55.822153";"37.44484";"22.04.2025";"https://durnovcev2000.kaiten.ru/33681819"
"90385";"Стоматология ""ТИП-ТОП""";"г.Москва, Мичуринский проспект, Олимпийская деревня д. 16";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.6724946";"37.4629589";"22.04.2025";"https://durnovcev2000.kaiten.ru/33814793"
"133873";"ИП Ермаков Александр Николаевич (магазин ""Суши стор"")";"Московская обл, Лобня г, Катюшки ул, дом № 65";"САО+СЗАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"56.003668";"37.447018";"21.04.2025";"https://durnovcev2000.kaiten.ru/33680225"
"83764";"ИП Маталова Галина Акиндиновна, (Салон-парикмахерская на Варшавке)";"Москва Варшавское ш дом 74 к 1";"САО+СЗАО";"Аллигатор";"-";"КВ";"55.655917";"37.618449";"21.04.2025";"https://durnovcev2000.kaiten.ru/32511272"
"93132";"Аптека ""Планета здоровья""";"МО, г. Лобня, ул. Калинина д.11А";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"56.003895";"37.4861858";"21.04.2025";"https://durnovcev2000.kaiten.ru/33681975"
"131745";"ООО ""Спот""/аптека Планета Здоровья";"Москва г, Дмитриевского ул, дом № 1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7090454";"37.8877121";"19.04.2025";"https://durnovcev2000.kaiten.ru/32562539"
"131246";"ИП Ратникова Л.В., магазин-пекарня Буханка";"г. Балашиха, Балашихинское шоссе, д. 10";"САО+СЗАО";"Гранит";"Дурновцев Н.Н.";"КВ";"55.78526249999999";"37.73605209999999";"18.04.2025";"https://durnovcev2000.kaiten.ru/31417156"
"133870";"ООО ВКУСНО Пекарня ""Буханка""";"г.Москва , ул.Лобненская , 13к2";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.888355";"37.533663";"18.04.2025";"https://durnovcev2000.kaiten.ru/33680240"
"136255";"ИП Демьянов Данила Алексеевич/Кладовка ""СКЛАДНО""";"Москва г, Яхромская ул, дом № 2";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.8840137";"37.5390563";"18.04.2025";"https://durnovcev2000.kaiten.ru/33681255"
"№ 661ТБ";"Журавлева Алина Александровна (Кафе ""KUBA"")";"Москва г, Лобненская ул, дом № 13, корпус 2";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8920074";"37.5260775";"18.04.2025";"https://durnovcev2000.kaiten.ru/33680253"
"131879";"ООО ""ОЛИМП"" Аптека Планета Здоровья";"Московская обл, Балашиха г, мкр Кучино, Соловьева ул, дом № 2";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.762925";"37.964026";"18.04.2025";"https://durnovcev2000.kaiten.ru/31418201"
"131267";"ООО РЕОН Аптека Планета Здоровья";"Балашиха г, Горенский б-р, д. 5";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.792265";"37.887813";"18.04.2025";"https://durnovcev2000.kaiten.ru/31419254"
"133115";"МЦ мечта";"Генерала Кузнецова 16 к2";"САО+СЗАО";"Гранит";"Чиграй А.С.";"М";"55.688581";"37.856926";"18.04.2025";"https://durnovcev2000.kaiten.ru/32562898"
"1512";"ООО «САРМАТ»/аптека";"Московская обл, Балашиха г, Балашихинское ш, дом 18";"САО+СЗАО";"Технологии Безопасности";"Саилова А.";"М";"55.7655714";"37.9378631";"18.04.2025";"https://durnovcev2000.kaiten.ru/31418639"
"194119";"ООО ""ФУДСЕРВИС Магазин пятерочка";"Московская обл, Люберцы г, дп. Красково,д. Мотюково,д.59,стр.19";"САО+СЗАО";"Эсток-Сервис";"Михно С.С.";"КВ";"55.6998806";"38.0042029";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562026"
"137335";"Салон красоты ""INDI """;"Химки, г Химки, ул Маяковского, д. 4";"САО+СЗАО";"Технологии Безопасности";"Бурлакова Д.М.";"КВ";"55.895491";"37.445046";"17.04.2025";"https://durnovcev2000.kaiten.ru/33686520"
"135127";"Мой ломбард";"Московская обл, Химки г, Московская ул, дом 3";"САО+СЗАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.8933055";"37.44986979999999";"17.04.2025";"https://durnovcev2000.kaiten.ru/33680542"
"637 ТБ";"ИП Санферова Наталья Александровна/Детский клуб";"Москва г, Дыбенко ул, дом № 38, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.8731161";"37.4837237";"17.04.2025";"https://durnovcev2000.kaiten.ru/33680835"
"130607";"аптека Планета Здоровья";"МО, г. Люберцы, ул. Камова д. 12";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7018035";"37.8739433";"17.04.2025";"https://durnovcev2000.kaiten.ru/32563031"
"91994";"Склады Магазина рыбалки и охоты ООО Компания Сплав";"п. Марусино,1 А (склад 1) 1 А/5 (склад 2) 1 А/7 (склад 3)";"САО+СЗАО";"Гранит";"Супонников М.С.";"М";"55.6967108";"37.9744717";"17.04.2025";"https://durnovcev2000.kaiten.ru/32563023"
"132842";"ООО Восход, Оптимист Оптика";"Реутов, Победы 30";"САО+СЗАО";"Гранит";"Сергеев Н.Р.";"М";"55.7962045";"37.7692844";"17.04.2025";"https://durnovcev2000.kaiten.ru/31418300"
"№ 1003ТБ";"ООО ""ДОКТОР СТОМ""";"Подольск, ул Ватутина, д. 6";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.4131231";"37.52723780000001";"16.04.2025";"https://durnovcev2000.kaiten.ru/37980216"
"135101";"ООО «Виктория»/Медицинский офис INVITRO";"Московская обл, Истра г, деревня Покровское, Центральная ул, дом 48А";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.911113";"36.843314";"16.04.2025";"https://durnovcev2000.kaiten.ru/33679944"
"ТО-1171";"ООО «Диагностика АСК» (Медицинский центр «CMD-анализы»)";"МО, г.о. Красногорск, р. п. Нахабино, ул. Королева, д. 5, пом. 16";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.8507841";"37.1937181";"16.04.2025";"https://durnovcev2000.kaiten.ru/33681005"
"131662";"ООО ""Арсе"" /аптека Планета Здоровь";"Дедовск ул Победы, дом № 1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8700999";"37.1127624";"16.04.2025";"https://durnovcev2000.kaiten.ru/43239494"
"137343";"ИП Золотаревская Евгения Геннадьевна / Кофейня «Surf Coffee x Yakimanka""";"Москва г, ул Большая Якиманка, д. 50";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7320876";"37.611728";"16.04.2025";"https://durnovcev2000.kaiten.ru/34415058"
"131932";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Ленинский городской округ, м, помещение 5. Бутово парк 19";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5454711";"37.5907144";"15.04.2025";"https://durnovcev2000.kaiten.ru/32510804"
"1400";"ИП Кириленко И.И ХОЗ.МАГ";"Москва, Федеративный пр-т д9 к 2";"САО+СЗАО";"Гранит";"Михно С.С.";"КВ";"55.757698";"37.802248";"15.04.2025";"https://durnovcev2000.kaiten.ru/31421926"
"ТО-1513";"Гемотест";"Московская обл, Химки г, Совхозная ул, дом № 10";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.9009401";"37.4827203";"15.04.2025";"https://durnovcev2000.kaiten.ru/33680220"
"ТО-5878";"Валдберриз";"Московская обл, Химки г, Совхозная ул, дом 8";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.89963179999999";"37.4820618";"15.04.2025";"https://durnovcev2000.kaiten.ru/33680217"
"131764";"ООО ""Азон"" аптека Планета Здоровья";"МО,Долгопрудный г, Ракетостроителей пр-кт, дом № 7/1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.933292";"37.503388";"15.04.2025";"https://durnovcev2000.kaiten.ru/33681468"
"132005";"ООО ""Реон"" / Аптека Планета Здоровья";"Московская обл, Долгопрудный г, Новый Бульвар ул, дом № 7к1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.936308";"37.506774";"15.04.2025";"https://durnovcev2000.kaiten.ru/33681451"
"132465";"М-н Суши-Стор";"МО., г. Долгопрудный, бульвар Космонавта Сереброва А.А, д. 1,";"САО+СЗАО";"Нева-Технологии";"Калиниченко А.С.";"КВ";"55.935254";"37.500657";"15.04.2025";"https://durnovcev2000.kaiten.ru/33681441"
"136782";"ИП Демьянов Данила Алексеевич, Кладовка ""СКЛАДНО";"Москва г, Нагорная ул, дом № 24, корпус 5";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.6774601";"37.6021511";"15.04.2025";"https://durnovcev2000.kaiten.ru/33814756"
"91110";"стоматология ""Эволюция"", ООО ""Медлайн""";"г. Москва, Мичуринский пр. 26";"САО+СЗАО";"Гранит";"Гагилев";"КВ";"55.70010000000001";"37.5015626";"14.04.2025";"https://durnovcev2000.kaiten.ru/33814821"
"151691";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва г, ул Винницкая, д. 8, к. 4";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7001763";"37.4937146";"14.04.2025";"https://durnovcev2000.kaiten.ru/40832801"
"93121";"Аптека ""Планета Здоровья""";"г. Москва, ул. Фридриха Энгельса 7-21";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7979893";"37.7158689";"14.04.2025";"https://durnovcev2000.kaiten.ru/32563066"
"№ 1160 ТБ";"ООО «КРМ-РЕСТ»/(кафе ""Marcela"")";"Москва, ул Винницкая, д. 8, к. 4";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"М";"55.7001763";"37.4937146";"14.04.2025";"https://durnovcev2000.kaiten.ru/45076698"
"1128";"аптека ""Планета Здоровья""";"г.Москва, Большая Семёновская 21";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.782608";"37.706865";"14.04.2025";"https://durnovcev2000.kaiten.ru/31419854"
"137461";"ИП Потыльчак Елена Андреевна Ясли сад Kinder Academy";"Москва г, ул Дыбенко, д. 14, к. 2";"САО+СЗАО";"Технологии Безопасности";"Сафин М.С.";"КВ";"55.870559";"37.4859368";"14.04.2025";"https://durnovcev2000.kaiten.ru/33685423"
"133647";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНО-МЕТОДИЧЕСКИЙ ЦЕНТР ПО ГРАЖДАНСКОЙ ОБОРОНЕ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДА МОСКВЫ""";"Москва г, Соколиной Горы 5-я ул, дом 25А";"САО+СЗАО";"Нева-2";"Шагров Д.Д.";"М";"55.766223";"37.742339";"10.04.2025";"https://durnovcev2000.kaiten.ru/31420730"
"22122";"ИП Лауга Сергей Владимирович / гастроном";"Москва г, пр-кт Ленинский, д. 62/1";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6945262";"37.5549787";"10.04.2025";"https://durnovcev2000.kaiten.ru/37169100"
"138284";"ИП Кузовкова Екатерина Александровна / Гастроном";"г Москва , ул Новаторов, д. 6";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6678716";"37.5235194";"10.04.2025";"https://durnovcev2000.kaiten.ru/41127179"
"136776";"ООО «Фёрст Скул», частная школа ""Lartums school""";"Москва г, Головинское ш, дом № 10Б";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"М";"55.8393252";"37.492858";"10.04.2025";"https://durnovcev2000.kaiten.ru/33681653"
"134163";"ООО «Система»/Пекарня Буханка";"Москва г, Феодосийская ул, дом 7, корпус 1";"САО+СЗАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.5616638";"37.5777688";"09.04.2025";"https://durnovcev2000.kaiten.ru/32510813"
"131727";"ООО ""Аджента""/ аптека Планета Здоровья";"Москва г, Крылатская ул, дом № 33, корпус 3";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.759788";"37.4315913";"09.04.2025";"https://durnovcev2000.kaiten.ru/33680084"
"90705";"Аптека ""Планета Здоровья""";"г.Москва, бульвар Дмитрия Донского 11";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.5664172";"37.5757775";"09.04.2025";"https://durnovcev2000.kaiten.ru/32511284"
"ТО-2318";"ИП Бурхонов Мирбахтиер Урокович (Кафе-Пекарня)";"Москва г, Бутлерова ул, дом 12";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.6519129";"37.5285017";"09.04.2025";"https://durnovcev2000.kaiten.ru/33814931"
"93097";"Аптека ""Планета Здоровья""";"г. Москва, Новотушинский пр-д, д. 6/1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"М";"55.8371005";"37.3834789";"09.04.2025";"https://durnovcev2000.kaiten.ru/33681871"
"1478";"ООО ""Парацельс";"Москва г, Александры Монаховой, 105, к. 1";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5408008";"37.4954976";"08.04.2025";"https://durnovcev2000.kaiten.ru/40144557"
"ТО-1218";"Тен РИП Кулагина Ирина Евгеньевна/Кулинария «Ля Фантази»егина Витальевна";"Москва г, Маршала Бирюзова ул, дом № 13";"САО+СЗАО";"Гранит";"Химич А.";"КВ";"55.792194";"37.494934";"08.04.2025";"https://durnovcev2000.kaiten.ru/33681071"
"ТО- № 129 ТБ";"ООО «Гости Рест»/(Ресторан «Guests food & bar»)";"Москва г, наб Пречистенская, д. 15, стр. 2";"САО+СЗАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.73885";"37.60539440000001";"08.04.2025";"https://durnovcev2000.kaiten.ru/33239457"
"131213";"ИП Щитова Елена Евгеньевна детский сад ""Sun School"")";"Москва, ул. Новочерёмушкинская, д.17";"САО+СЗАО";"Гранит";"Чиграй А.С.";"М";"55.6826433";"37.5829157";"08.04.2025";"https://durnovcev2000.kaiten.ru/32562878"
"133304";"ГКУ УМЦ по ГО и ЧС";"Москва, улица Нелидовский, дом 13";"САО+СЗАО";"Нева-2";"Шагров Д.Д.";"М";"55.845378";"37.442299";"08.04.2025";"https://durnovcev2000.kaiten.ru/33679772"
"ТО№ 504ТБ";"ООО «МИРВУДС», клиника Любимая Стоматология";"Москва г, Берзарина ул, дом 12, комната 1,2";"САО+СЗАО";"Технологии Безопасности";"Епуре А.А.";"М";"55.7878488";"37.4892725";"08.04.2025";"https://durnovcev2000.kaiten.ru/33681760"
"137377";"ООО «Эдельвейс» / Магазин-Гастроном";"Москва г, ул Дегунинская, д. 17";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8674101";"37.5295839";"07.04.2025";"https://durnovcev2000.kaiten.ru/33686207"
"ТБ№ 168";"ИП Пономарёв Александр Викторович/(Wildberries)";"Москва г, Сусанина, дом 8, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.870925";"37.5282419";"07.04.2025";"https://durnovcev2000.kaiten.ru/33680744"
"132777";"ООО ""Реон"" / Аптека Планета Здоровья";"Московская обл, Раменский р-н, Раменское г, Космонавтов ул, строение 5";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.58663620000001";"38.202706";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562699"
"1453";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Москва г, Парковая 3-я ул, дом 6, помещение XVII";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7524264";"37.70491080000001";"07.04.2025";"https://durnovcev2000.kaiten.ru/31422950"
"№1161ТБ";"ИП Азизов Вячеслав Исаевич / Коммерческое Помещение";"Люберцы, ул. Попова, дом 4 А";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6959128";"37.8936193";"07.04.2025";"https://durnovcev2000.kaiten.ru/45222262"
"1619";"ИП Семено Богдан Александрович (Производственное здание 2-х этажное)";"Люберцы, ул Авиаконструктора Миля, д. 1";"САО+СЗАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.666751";"37.929018";"05.04.2025";"https://durnovcev2000.kaiten.ru/44344258"
"138046";"ООО «Гард-НН»/(компьютерный клуб)";"Химки, пр-кт Мельникова, д. 2Б";"САО+СЗАО";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.90155439999999";"37.4065477";"04.04.2025";"https://durnovcev2000.kaiten.ru/36902677"
"137197";"ИП Беляев Алексей Вячеславович/Кладовка ""СКЛАДНО""";"Москва г, ш Ленинградское, д. 94, к. 1";"САО+СЗАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.8561896";"37.4703192";"04.04.2025";"https://durnovcev2000.kaiten.ru/33680995"
"ТО-2301";"ООО Норд";"Москва, ул. Наметкина 8с1";"САО+СЗАО";"Гранит";"Мозговой И.В.";"М";"55.66300949999999";"37.5507207";"04.04.2025";"https://durnovcev2000.kaiten.ru/33814941"
"133661";"ООО ""Здоровая нация""/LabQuest";"Москва г, Ильменский проезд, дом 17, строение 1";"САО+СЗАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.861205";"37.539373";"03.04.2025";"https://durnovcev2000.kaiten.ru/33680746"
